hero1,hero2
CYCLOPS/SCOTT SUMMER,GAUNTLET
CYCLOPS/SCOTT SUMMER,NIGHTCRAWLER/KURT WA
CYCLOPS/SCOTT SUMMER,NIGHTCRAWLER/KURT WA
CYCLOPS/SCOTT SUMMER,NIGHTCRAWLER/KURT WA
CYCLOPS/SCOTT SUMMER,ICEMAN/ROBERT BOBBY 
CYCLOPS/SCOTT SUMMER,ICEMAN/ROBERT BOBBY 
CYCLOPS/SCOTT SUMMER,ICEMAN/ROBERT BOBBY 
CYCLOPS/SCOTT SUMMER,ICEMAN/ROBERT BOBBY 
CYCLOPS/SCOTT SUMMER,IRON MAN/TONY STARK 
CYCLOPS/SCOTT SUMMER,IRON MAN/TONY STARK 
CYCLOPS/SCOTT SUMMER,INVISIBLE WOMAN/SUE 
CYCLOPS/SCOTT SUMMER,ROGUE /
CYCLOPS/SCOTT SUMMER,ROGUE /
CYCLOPS/SCOTT SUMMER,ROGUE /
CYCLOPS/SCOTT SUMMER,NORTHSTAR/JEAN-PAUL 
CYCLOPS/SCOTT SUMMER,NORTHSTAR/JEAN-PAUL 
CYCLOPS/SCOTT SUMMER,WASP/JANET VAN DYNE 
CYCLOPS/SCOTT SUMMER,WASP/JANET VAN DYNE 
CYCLOPS/SCOTT SUMMER,"PULASKI, JOSEPHINE J"
CYCLOPS/SCOTT SUMMER,JOSEPH
CYCLOPS/SCOTT SUMMER,SILHOUETTE
CYCLOPS/SCOTT SUMMER,WOLVERINE/LOGAN 
CYCLOPS/SCOTT SUMMER,WOLVERINE/LOGAN 
CYCLOPS/SCOTT SUMMER,WOLVERINE/LOGAN 
CYCLOPS/SCOTT SUMMER,WOLVERINE/LOGAN 
CYCLOPS/SCOTT SUMMER,WOLVERINE/LOGAN 
CYCLOPS/SCOTT SUMMER,WOLVERINE/LOGAN 
CYCLOPS/SCOTT SUMMER,FAMINE/AUTUMN ROLFSO
CYCLOPS/SCOTT SUMMER,"HUDSON, HEATHER"
CYCLOPS/SCOTT SUMMER,TOAD/MORTIMER TOYNBE
CYCLOPS/SCOTT SUMMER,MASTER MOLD
CYCLOPS/SCOTT SUMMER,WONDER MAN/SIMON WIL
CYCLOPS/SCOTT SUMMER,"SUMMERS, MADELYNE MA"
CYCLOPS/SCOTT SUMMER,PHOENIX II
CYCLOPS/SCOTT SUMMER,FORGE
CYCLOPS/SCOTT SUMMER,FIREFIST/RUSTY COLLI
CYCLOPS/SCOTT SUMMER,SUPREME ONE
CYCLOPS/SCOTT SUMMER,MOLE MAN/HARVEY RUPE
CYCLOPS/SCOTT SUMMER,MOLE MAN/HARVEY RUPE
CYCLOPS/SCOTT SUMMER,"KINCAID, DR. JANE FO"
CYCLOPS/SCOTT SUMMER,IRON FIST/DANIEL RAN
CYCLOPS/SCOTT SUMMER,"HODGE, CAMERON"
CYCLOPS/SCOTT SUMMER,PSYLOCKE/ELISABETH B
CYCLOPS/SCOTT SUMMER,SHADOWCAT/KATHERINE 
CYCLOPS/SCOTT SUMMER,ERISHKIGEL II/HOLLY 
CYCLOPS/SCOTT SUMMER,"FREDERICKS, GENERAL"
CYCLOPS/SCOTT SUMMER,TIGRA/GREER NELSON
CYCLOPS/SCOTT SUMMER,HUMAN TORCH DOPPELGA
CYCLOPS/SCOTT SUMMER,STORM/ORORO MUNROE S
CYCLOPS/SCOTT SUMMER,STRANGER
CYCLOPS/SCOTT SUMMER,HARDRIVE
CYCLOPS/SCOTT SUMMER,SIRYN/THERESA ROURKE
CYCLOPS/SCOTT SUMMER,NOVA/RICHARD RIDER
CYCLOPS/SCOTT SUMMER,MAGIK/ILLYANA RASPUT
CYCLOPS/SCOTT SUMMER,LOCKHEED
CYCLOPS/SCOTT SUMMER,JUGGERNAUT/CAIN MARK
CYCLOPS/SCOTT SUMMER,MAINFRAME II
CYCLOPS/SCOTT SUMMER,IRON MAN DOPPELGANGE
CYCLOPS/SCOTT SUMMER,MARVEL GIRL/JEAN GRE
CYCLOPS/SCOTT SUMMER,PHARAOH RAMA-TUT
CYCLOPS/SCOTT SUMMER,ORPHAN-MAKER/PETER
CYCLOPS/SCOTT SUMMER,ULTRON
CYCLOPS/SCOTT SUMMER,"PARKER, MAY"
CYCLOPS/SCOTT SUMMER,THUNDERBALL/DR. ELIO
CYCLOPS/SCOTT SUMMER,THING/BENJAMIN J. GR
CYCLOPS/SCOTT SUMMER,HAVOK/ALEX SUMMERS 
CYCLOPS/SCOTT SUMMER,"GAMBONNO, ERNESTO"
CYCLOPS/SCOTT SUMMER,MUSTANG/
CYPHER/DOUG RAMSEY,MIRAGE II/DANIELLE M
CYPHER/DOUG RAMSEY,MIRAGE II/DANIELLE M
CYPHER/DOUG RAMSEY,LOCKHEED
CYPHER/DOUG RAMSEY,WOLFSBANE/RAHNE SINC
CYPHER/DOUG RAMSEY,WOLFSBANE/RAHNE SINC
CYPHER/DOUG RAMSEY,SHADOWCAT/KATHERINE 
CYPHER/DOUG RAMSEY,"ST. HUBBINS, SARI"
CYPHER/DOUG RAMSEY,S'YM
CYPHER/DOUG RAMSEY,PSYLOCKE/ELISABETH B
CYPHER/DOUG RAMSEY,"MACTAGGERT, MOIRA KI"
CYPHER/DOUG RAMSEY,WARLOCK III
CYPHER/DOUG RAMSEY,DARK BEAST/HENRY MCC
CYPHER/DOUG RAMSEY,KARMA/XI'AN COY MANH
CYRA [ASGARDIAN],UATU
D.O.A.,SKIN/ANGELO ESPINOSA
DAGGER/TANDY BOWEN,"MACTAGGERT, MOIRA KI"
DAGGER/TANDY BOWEN,TURBO II (A)/MICHIKO
DAGGER/TANDY BOWEN,DR. STRANGE/STEPHEN 
DAGGER/TANDY BOWEN,RINTRAH
"DAMIAN, DR. DANIEL",SERSI/SYLVIA
"DAMIAN, MARGO",PHASTOS [ETERNAL]
"DAMIAN, MARGO",GAMMENON [CELESTIAL]
DANGOR,THING/BENJAMIN J. GR
"DANNING, SHEILA",HAWK
DANSEN MACABRE,SNAPDRAGON/SHEOKE SA
"DANVILLE, SEN. OWEN",FERAL/MARIA CALLASAN
"DARE, KATHLEEN","PEARSON, MARCY"
"DARE, KATHLEEN","FONG, LI"
DAREDEVIL DOPPELGANG,FIREBUG/
DAREDEVIL DOPPELGANG,PUCK/EUGENE MILTON J
DAREDEVIL DOPPELGANG,HUMAN TORCH/JOHNNY S
DAREDEVIL/MATT MURDO,"MANOLIS, LT. NICK"
DAREDEVIL/MATT MURDO,VISION 
DAREDEVIL/MATT MURDO,VISION 
DAREDEVIL/MATT MURDO,RED SKULL/JOHANN SCH
DAREDEVIL/MATT MURDO,"SHARPE, ROSALINDE"
DAREDEVIL/MATT MURDO,WHITE TIGER II/
DAREDEVIL/MATT MURDO,"PAGE, KAREN"
DAREDEVIL/MATT MURDO,"PAGE, KAREN"
DAREDEVIL/MATT MURDO,"PAGE, KAREN"
DAREDEVIL/MATT MURDO,"GILMORE, BERT"
DAREDEVIL/MATT MURDO,WOLVERINE/LOGAN 
DAREDEVIL/MATT MURDO,TASKMASTER
DAREDEVIL/MATT MURDO,"NELSON, FRANKLIN FOG"
DAREDEVIL/MATT MURDO,"NELSON, FRANKLIN FOG"
DAREDEVIL/MATT MURDO,"NELSON, FRANKLIN FOG"
DAREDEVIL/MATT MURDO,"TOWER, BLAKE"
DAREDEVIL/MATT MURDO,ODIN [ASGARDIAN]
DAREDEVIL/MATT MURDO,"RICHARDS, FRANKLIN B"
DAREDEVIL/MATT MURDO,"HUDSON, HEATHER"
DAREDEVIL/MATT MURDO,THOR/DR. DONALD BLAK
DAREDEVIL/MATT MURDO,PUCK/EUGENE MILTON J
DAREDEVIL/MATT MURDO,WASP/JANET VAN DYNE 
DAREDEVIL/MATT MURDO,"NELSON, DEBBIE HARRI"
DAREDEVIL/MATT MURDO,"NELSON, DEBBIE HARRI"
DAREDEVIL/MATT MURDO,SHANG-CHI
DAREDEVIL/MATT MURDO,"PETROVITCH, IVAN"
DAREDEVIL/MATT MURDO,MISTER HYDE/CALVIN Z
DAREDEVIL/MATT MURDO,DAVIDOFF
DAREDEVIL/MATT MURDO,MOON KNIGHT/MARC SPE
DAREDEVIL/MATT MURDO,GAMBIT/REMY LEBEAU 
DAREDEVIL/MATT MURDO,PROFESSOR X/CHARLES 
DAREDEVIL/MATT MURDO,TRIATHLON/DELROY GAR
DAREDEVIL/MATT MURDO,"NORRISS, JACK"
DAREDEVIL/MATT MURDO,WONDER MAN/SIMON WIL
DAREDEVIL/MATT MURDO,OWL/LELAND OWLSLEY
DAREDEVIL/MATT MURDO,GHOST RIDER II/JOHNN
DAREDEVIL/MATT MURDO,DARKSTAR/LAYNIA SERG
DAREDEVIL/MATT MURDO,STILT-MAN/WILBUR DAY
DAREDEVIL/MATT MURDO,"PIERCE, ALEXANDER GO"
DAREDEVIL/MATT MURDO,MAGUS
DAREDEVIL/MATT MURDO,ZABU
DAREDEVIL/MATT MURDO,GORGON [INHUMAN]
DARK,FIRESTAR/ANGELICA JO
DARK BEAST/HENRY MCC,IRON MAIDEN II/
DARK BEAST/HENRY MCC,SELENE
DARK BEAST/HENRY MCC,HUMAN TORCH/JOHNNY S
DARKHAWK DOPPELGANGE,WASP/JANET VAN DYNE 
DARKHAWK DOPPELGANGE,DR. STRANGE/STEPHEN 
DARKHAWK/CHRIS POWEL,"POWELL, JASON"
DARKHAWK/CHRIS POWEL,INVISIBLE WOMAN/SUE 
DARKHAWK/CHRIS POWEL,THING/BENJAMIN J. GR
DARKHAWK/CHRIS POWEL,"MARIN, DR."
DARKHAWK/CHRIS POWEL,SCARLET WITCH/WANDA 
DARKHAWK/CHRIS POWEL,HERCULES [GREEK GOD]
DARKHAWK/CHRIS POWEL,WASP/JANET VAN DYNE 
DARKHAWK/CHRIS POWEL,MR. FANTASTIC/REED R
DARKSTAR/LAYNIA SERG,GORGON [INHUMAN]
DARKSTAR/LAYNIA SERG,"INSHALLAH, KHALID"
DARKSTAR/LAYNIA SERG,SCARLET WITCH/WANDA 
DARKSTAR/LAYNIA SERG,STINGRAY/DR. WALTER 
DARKSTAR/LAYNIA SERG,INVISIBLE WOMAN/SUE 
DARKSTAR/LAYNIA SERG,MR. FANTASTIC/REED R
DARKSTAR/LAYNIA SERG,"MASTERS, ALICIA REIS"
DARKSTAR/LAYNIA SERG,HERCULES [GREEK GOD]
DARKSTAR/LAYNIA SERG,SERGEI
DARLA,OKOYE
DARLA,MAGOG II
DARLA,MOJO
DAYDREAMER/CATHERINE,VARUA/MIRA
DAYDREAMER/CATHERINE,GAMMENON [CELESTIAL]
DAYDREAMER/CATHERINE,SEA WITCH/BRIGIT O'H
DAYTRIPPER/AMANDA SE,"WISDOM, PETER"
DAYTRIPPER/AMANDA SE,NIGHTCRAWLER/KURT WA
DAYTRIPPER/AMANDA SE,JARDINE
DAYTRIPPER/AMANDA SE,"FURY, COL. NICHOLAS "
DAYTRIPPER/AMANDA SE,DR. STRANGE/STEPHEN 
DAZZLER II/ALLISON B,IRON MAN/TONY STARK 
DAZZLER II/ALLISON B,"QUARTERMAIN, CLAY"
DAZZLER II/ALLISON B,PALADIN/PAUL DENNIS
DAZZLER II/ALLISON B,SPIRAL
DAZZLER II/ALLISON B,ROGUE /
DAZZLER II/ALLISON B,MR. FANTASTIC/REED R
DAZZLER II/ALLISON B,MR. FANTASTIC/REED R
DAZZLER II/ALLISON B,MEDUSA/MEDUSALITH AM
DAZZLER II/ALLISON B,JOCASTA
DAZZLER II/ALLISON B,HAWK
DAZZLER II/ALLISON B,MARRINA/MARRINA SMAL
DAZZLER II/ALLISON B,HAVOK/ALEX SUMMERS 
DAZZLER II/ALLISON B,HUMAN TORCH/JOHNNY S
DAZZLER II/ALLISON B,"MACTAGGERT, MOIRA KI"
DAZZLER II/ALLISON B,PSYLOCKE/ELISABETH B
DAZZLER II/ALLISON B,WOLVERINE/LOGAN 
DAZZLER/BURTRAM WORT,ICEMAN/ROBERT BOBBY 
DE LA COURTE,LEECH
"DE LA FONTAINE, CONT","DUGAN, TIMOTHY ALOYI"
"DE LA FONTAINE, CONT","DUGAN, TIMOTHY ALOYI"
"DE LA FONTAINE, CONT","DUGAN, TIMOTHY ALOYI"
"DE LA FONTAINE, CONT",DEATH'S HEAD
"DE LA FONTAINE, CONT","JONES, GABE"
"DE LA FONTAINE, CONT","JONES, GABE"
"DE LA FONTAINE, CONT",LOKI [ASGARDIAN]
"DE LA FONTAINE, CONT","MACKENZIE, AL"
"DE LA FONTAINE, CONT",MASTER ORDER
"DE LA FONTAINE, CONT",KA-ZAR/KEVIN PLUNDER
"DE LA FONTAINE, CONT",MOON KNIGHT/MARC SPE
"DE LA FONTAINE, CONT",IRON MAN/TONY STARK 
"DE LA FONTAINE, CONT",IRON MAN/TONY STARK 
DEADPOOL/JACK/WADE W,DEATH
DEADPOOL/JACK/WADE W,GAMESMASTER/JEREMY
DEADPOOL/JACK/WADE W,"SUMMERS, NATHAN CHRI"
DEADPOOL/JACK/WADE W,"JOSHUA, DR. SEGISMUN"
"DEAN, SUSAN",WILD CHILD/KYLE GIBN
"DEAN, SUSAN",MANIKIN/DR. WHITMAN 
DEATH,PHOENIX III/RACHEL S
DEATH,NOVA/RICHARD RIDER
DEATH,MOON KNIGHT/MARC SPE
DEATH,THING/BENJAMIN J. GR
DEATH,PIP/PRINCE GOFERN
DEATH,GHOST RIDER III/DAN 
DEATH,SUNSPOT/ROBERTO DACO
DEATH,"FURY, COL. NICHOLAS "
DEATH,"JONES, RICHARD MILHO"
DEATH,TIGRA/GREER NELSON
DEATH,GEE/ALEX POWER
DEATH ADDER,KRAKEN
DEATHBIRD [SHI'AR],SPUNJE
DEATHBIRD [SHI'AR],"ROSSI, COL. MICHAEL "
DEATHBIRD [SHI'AR],SHANNA/SHANNA O'HARA
DEATHBIRD [SHI'AR],NIGHTCRAWLER/KURT WA
DEATHBIRD [SHI'AR],HEADCASE
DEATHBIRD [SHI'AR],TIGRA/GREER NELSON
DEATHCRY [SHI'AR],VISION 
DEATHCRY [SHI'AR],HERCULES [GREEK GOD]
DEATHLOK III/MICHAEL,"FURY, COL. NICHOLAS "
DEATHLOK III/MICHAEL,"MUMM, MAX"
DEATHLOK III/MICHAEL,GHOST RIDER III/DAN 
DEATHLOK IV,"FURY, COL. NICHOLAS "
DEATHLOK IV,STORM/ORORO MUNROE S
DEATHURGE,GRONK
DEATHURGE,PHOBIUS
DEATHWATCH/STEPHAN L,GHOST RIDER III/DAN 
DECAY/,QUICKSILVER/PIETRO M
DEFENSOR,WONDER MAN/SIMON WIL
DELILAH,"WATSON-PARKER, MARY "
DEMOGOBLIN,MOON KNIGHT/MARC SPE
DEMOLITION MAN/DENNI,WONDER MAN/SIMON WIL
DEMOLITION MAN/DENNI,MIST MISTRESS
DEMOLITION MAN/DENNI,SPIDER-WOMAN II/JULI
DEMOLITION MAN/DENNI,JUSTICE II/VANCE AST
DEMONICUS/DR. DOUGLA,"JONES, GABE"
DESTINY II/IRENE ADL,MYSTIQUE/RAVEN DARKH
DESTINY II/IRENE ADL,SUNSPOT/ROBERTO DACO
DESTINY II/IRENE ADL,"HODGE, CAMERON"
DEVIL DINOSAUR,"DUGAN, TIMOTHY ALOYI"
DEVIL DINOSAUR | MUT,RAVEN | MUTANT X-VER
DEVIL-SLAYER/ERIC SI,KA-ZAR/KEVIN PLUNDER
DEVIL-SLAYER/ERIC SI,DOLLAR BILL
DEVIL-SLAYER/ERIC SI,QUICKSILVER/PIETRO M
DEVLOR,"GRANT, SILAS II"
DEVOS THE DEVESTATOR,HUMAN TORCH/JOHNNY S
"DEWOLFF, JEAN",SPIDER-MAN/PETER PAR
"DEWOLFF, JEAN",IRON MAN/TONY STARK 
DIABLO/ESTEBAN DE AB,SASQUATCH/WALTER LAN
DIABLO/ESTEBAN DE AB,"MASTERS, ALICIA REIS"
DIABLO/ESTEBAN DE AB,SUPER SKRULL/KL'RT
DIABLO/ESTEBAN DE AB,SPIDER-MAN/PETER PAR
DIABLO/ESTEBAN DE AB,"PAGE, KAREN"
DIAMOND LIL/LILLIAN ,EVERY-MAN
DIAMOND LIL/LILLIAN ,NORTHSTAR/JEAN-PAUL 
DIAMOND LIL/LILLIAN ,WINDSHEAR/COLIN ASHW
DIAMOND LIL/LILLIAN ,"HIGGINS, SAMUEL"
DIAMOND LIL/LILLIAN ,PATHWAY/LAURA DEAN
DIAMOND LIL/LILLIAN ,TALISMAN II/ELIZABET
DIAMOND LIL/LILLIAN ,SILVER
DIAMONDBACK II/RACHE,VIPER II
DIAMONDBACK II/RACHE,"JAMESON, COL. JOHN "
DIAMONDBACK II/RACHE,"MARTINEZ, ISADORA"
DIAMONDBACK II/RACHE,MYSTERIA/
DIAMONDHEAD/DYKER,NOVA/RICHARD RIDER
DIAMONDHEAD/DYKER,"DILLON, BERNIE"
DIAMONDHEAD/DYKER,HUMAN TORCH/JOHNNY S
DIAMONDHEAD/DYKER,DR. SUN
DINAH-SOAR,DOORMAN
DINAH-SOAR,FLATMAN
DINAH-SOAR,WASP/JANET VAN DYNE 
DIONYSUS [GREEK GOD],HERMES [GREEK GOD]
DIRT NAP,SPYNE
DIRT NAP,WOLVERINE/LOGAN 
DISCUS,"JARVIS, EDWIN "
DIVINITY,THING/BENJAMIN J. GR
DOC SAMSON/DR. LEONA,"NELSON, FRANKLIN FOG"
DOC SAMSON/DR. LEONA,VANGUARD/NICOLAI KRY
DOC SAMSON/DR. LEONA,"JONES, RICHARD MILHO"
DOC SAMSON/DR. LEONA,"LUMPKIN, WILLIAM WIL"
DOC SAMSON/DR. LEONA,INVISIBLE WOMAN/SUE 
DOC SAMSON/DR. LEONA,ICEMAN/ROBERT BOBBY 
DOC SAMSON/DR. LEONA,SCARLET WITCH/WANDA 
DOC SAMSON/DR. LEONA,KISMET/J'RIDIA STARD
DOC SAMSON/DR. LEONA,"ROSS, GEN. THADDEUS "
DOLLAR BILL,LUNATIK/ARISEN TYRK
DOMINO III/BEATRICE/,"VOGHT, AMELIA"
DOMINO III/BEATRICE/,SIRYN/THERESA ROURKE
DOMINO III/BEATRICE/,THUNDERBIRD II/JAMES
DOMINO III/BEATRICE/,GIDEON
DOMINO III/BEATRICE/,PATCH II
DOMINO III/BEATRICE/,UNION JACK III/JOEY 
DOMINO III/BEATRICE/,TOLLIVER
DOMO,THENA
DOORMAN,NIGHT THRASHER/DUANE
DOPPELGANGER,"KATZENBERG, NICK"
DOPPELGANGER,SPIDER-MAN/PETER PAR
DORMA II [ATLANTEAN],LANCER/SAMANTHA DUNB
DORMA II [ATLANTEAN],"WINGFOOT, WYATT"
DORMA [ATLANTEAN],SETH
DORMAMMU,MEPHISTO
DORMAMMU,DR. STRANGE/STEPHEN 
DORMAMMU,DR. STRANGE/STEPHEN 
DORMAMMU,SWORDSMAN/JACQUES DU
DORREK II,HAWK
DORREK [SKRULL],UATU
DORREK [SKRULL],INVISIBLE WOMAN/SUE 
"DOVER, DONNA-LEE","RIDER, CHARLES"
DR. DECIBEL/ANTON DE,HYPERION
DR. DOOM/VICTOR VON ,IRON MAN/TONY STARK 
DR. DOOM/VICTOR VON ,IRON MAN/TONY STARK 
DR. DOOM/VICTOR VON ,KRONOS
DR. DOOM/VICTOR VON ,THOR/DR. DONALD BLAK
DR. DOOM/VICTOR VON ,GHOST RIDER III/DAN 
DR. DOOM/VICTOR VON ,SHE-HULK/JENNIFER WA
DR. DOOM/VICTOR VON ,HULK/DR. ROBERT BRUC
DR. DOOM/VICTOR VON ,WOLVERINE DOPPELGANG
DR. DOOM/VICTOR VON ,MS. MARVEL II/SHARON
DR. DOOM/VICTOR VON ,WOLVERINE/LOGAN 
DR. DOOM/VICTOR VON ,NOVA II/FRANKIE RAYE
DR. DOOM/VICTOR VON ,SUB-MARINER/NAMOR MA
DR. DOOM/VICTOR VON ,SUB-MARINER/NAMOR MA
DR. DOOM/VICTOR VON ,HUMAN TORCH/JOHNNY S
DR. DOOM/VICTOR VON ,HUMAN TORCH/JOHNNY S
DR. DOOM/VICTOR VON ,THING/BENJAMIN J. GR
DR. DOOM/VICTOR VON ,KINGPIN/WILSON FISK
DR. DOOM/VICTOR VON ,SASQUATCH/WALTER LAN
DR. DOOM/VICTOR VON ,SCARLET WITCH/WANDA 
DR. DOOM/VICTOR VON ,ITZAMNA
DR. DOOM/VICTOR VON ,WARLOCK II/ADAM WARL
DR. DOOM/VICTOR VON ,"LANG, CASSANDRA CASS"
DR. DOOM/VICTOR VON ,METALSLASH/
DR. DOOM/VICTOR VON ,TIGER SHARK/TODD ARL
DR. DOOM/VICTOR VON ,FORGE
DR. DOOM/VICTOR VON ,MANTIS/? BRANDT
DR. DOOM/VICTOR VON ,ROCK/SAMUEL JOHN ROC
DR. DOOM/VICTOR VON ,PIP/PRINCE GOFERN
DR. DOOM/VICTOR VON ,MAGNETO/MAGNUS/ERIC 
DR. DOOM/VICTOR VON ,STRONG GUY DOPPELGAN
DR. DOOM/VICTOR VON ,SPEEDBALL/ROBBIE BAL
DR. DOOM/VICTOR VON ,MOON KNIGHT/MARC SPE
DR. DRUID/ANTHONY LU,INVISIBLE WOMAN/SUE 
DR. DRUID/ANTHONY LU,SHE-HULK/JENNIFER WA
DR. DRUID/ANTHONY LU,SHE-HULK/JENNIFER WA
DR. DRUID/ANTHONY LU,MAGUS
DR. DRUID/ANTHONY LU,KRO [DEVIANT]
DR. DRUID/ANTHONY LU,PILEDRIVER II/BRIAN 
DR. DRUID/ANTHONY LU,"HARKNESS, AGATHA"
DR. DRUID/ANTHONY LU,"HARKNESS, AGATHA"
DR. DRUID/ANTHONY LU,EON
DR. DRUID/ANTHONY LU,NIGHTSHADE/TILDA
DR. DRUID/ANTHONY LU,"SAXON, STARR"
DR. DRUID/ANTHONY LU,"WING, COLLEEN"
DR. OCTOPUS II/CAROL,"YIN, ANGELA"
DR. OCTOPUS/OTTO OCT,MR. FANTASTIC/REED R
DR. OCTOPUS/OTTO OCT,SANDMAN/WILLIAM BAKE
DR. OCTOPUS/OTTO OCT,WRECKER III/DIRK GAR
DR. OCTOPUS/OTTO OCT,STUNNER/ANGELINA BRA
DR. OCTOPUS/OTTO OCT,WASP/JANET VAN DYNE 
DR. SPECTRUM III/REV,HYPERION II
DR. SPECTRUM/JOSEPH ,HYPERION II
DR. SPECTRUM/JOSEPH ,"TANAKA, KENJIRO"
DR. SPECTRUM/JOSEPH ,SHAPE
DR. SPECTRUM/JOSEPH ,SHAPE
DR. SPECTRUM/JOSEPH ,NIGHTHAWK/KYLE RICHM
DR. SPECTRUM/JOSEPH ,RAGE/ELVIN DARYL HAL
DR. STRANGE | MUTANT,HAVOK/ALEX SUMMERS 
DR. STRANGE/STEPHEN ,HELLCAT/PATSY WALKER
DR. STRANGE/STEPHEN ,SCARLET WITCH/WANDA 
DR. STRANGE/STEPHEN ,SCARLET WITCH/WANDA 
DR. STRANGE/STEPHEN ,SCARLET WITCH/WANDA 
DR. STRANGE/STEPHEN ,SUB-MARINER/NAMOR MA
DR. STRANGE/STEPHEN ,VOLSTAGG
DR. STRANGE/STEPHEN ,SILVER SURFER/NORRIN
DR. STRANGE/STEPHEN ,SILVER SURFER/NORRIN
DR. STRANGE/STEPHEN ,NOVA II/FRANKIE RAYE
DR. STRANGE/STEPHEN ,THING/BENJAMIN J. GR
DR. STRANGE/STEPHEN ,"FURY, COL. NICHOLAS "
DR. STRANGE/STEPHEN ,SPIDER-MAN/PETER PAR
DR. STRANGE/STEPHEN ,WONG
DR. STRANGE/STEPHEN ,WONG
DR. STRANGE/STEPHEN ,WONG
DR. STRANGE/STEPHEN ,"ROSETTI, GABRIEL"
DR. STRANGE/STEPHEN ,"MORRISON, AMANDA PAY"
DR. STRANGE/STEPHEN ,IRON MAN/TONY STARK 
DR. STRANGE/STEPHEN ,LOBO II
DR. STRANGE/STEPHEN ,GOMURR
DR. STRANGE/STEPHEN ,MOONDRAGON/HEATHER D
DR. STRANGE/STEPHEN ,"WEBSTER, NORM"
DR. STRANGE/STEPHEN ,STINGRAY/DR. WALTER 
DR. STRANGE/STEPHEN ,"NORRISS, SISTER BARB"
DR. STRANGE/STEPHEN ,"INSHALLAH, KHALID"
DR. STRANGE/STEPHEN ,HELLSTORM/DAIMON HEL
DR. STRANGE/STEPHEN ,"MANDARIN, JAMES"
DR. STRANGE/STEPHEN ,PERSUASION/KARA KILL
DR. STRANGE/STEPHEN ,"JACKSON, STEVE"
DR. STRANGE/STEPHEN ,"TALBOT, GLENN"
DR. STRANGE/STEPHEN ,NEBULON
DR. STRANGE/STEPHEN ,GARGOYLE II/ISAAC CH
DR. STRANGE/STEPHEN ,SABRA/RUTH BAT-SERAP
DR. STRANGE/STEPHEN ,"RICHARDS, NATHANIEL"
DR. STRANGE/STEPHEN ,RINTRAH
DR. STRANGE/STEPHEN ,"LUBENSKI, NATE"
DR. STRANGE/STEPHEN ,LIVING TRIBUNAL
DRACULA/VLAD TEPES,KA-ZAR/KEVIN PLUNDER
DRAGON MAN,MS. MARVEL II/SHARON
DRAGON MAN,GREEN GOBLIN IV/PHIL
DRAGON MAN,HUMAN TORCH/JOHNNY S
"DRAGONBLOOD, ULYSSES","WYNDHAM, LUCAS"
"DRAGONBLOOD, ULYSSES",SLEDGE
DRAGONESS,HARDRIVE
DRAGONESS,STORM/ORORO MUNROE S
DRAGONFLY II/MEIKO Y,"WATSON-PARKER, MARY "
DRAGONFLY/VERONICA D,IMPALA/
DRAGONFLY/VERONICA D,VISION 
"DRAKE, CARLTON","OSBORN, HARRY"
"DRAKE, FRANKLIN","DRUMM, JERICHO"
"DRAKE, FRANKLIN",TOPAZ
"DRAKE, FRANKLIN",SHROUD/MAXIMILLIAN Q
"DRAKE, WILLIAM ROBER",STORM/ORORO MUNROE S
"DRAKE, WILLIAM ROBER",FORGE
"DRAKE, WILLIAM ROBER","REYES, DR. CECELIA"
DRAX/ARTHUR DOUGLAS,WILD CHILD/KYLE GIBN
DRAX/ARTHUR DOUGLAS,NORTHSTAR/JEAN-PAUL 
DRAX/ARTHUR DOUGLAS,NORTHSTAR/JEAN-PAUL 
DRAX/ARTHUR DOUGLAS,ROGUE /
DRAX/ARTHUR DOUGLAS,GAMORA
DRAX/ARTHUR DOUGLAS,GAMORA
DRAX/ARTHUR DOUGLAS,ISAAC
DRAX/ARTHUR DOUGLAS,MOON KNIGHT DOPPELGA
DRAX/ARTHUR DOUGLAS,SILVER SURFER/NORRIN
DRAX/ARTHUR DOUGLAS,SWORDSMAN/JACQUES DU
DRAX/ARTHUR DOUGLAS,PROFESSOR X/CHARLES 
DREAMING CELESTIAL/T,SERSI/SYLVIA
DRUID/DREDMUND CROMW,"JAMESON, COL. JOHN "
DRUIG,MAKKARI/MIKE KHARY/I
"DRUMM, JERICHO",MIDNIGHT III/JEFFREY
"DRUMM, JERICHO",WHIZZER/ROBERT L. FR
"DUBOIS, NOAH",THUNDERBIRD II/JAMES
"DUGAN, TIMOTHY ALOYI",PUNISHER II/FRANK CA
"DUGAN, TIMOTHY ALOYI","FURY, COL. NICHOLAS "
"DUGAN, TIMOTHY ALOYI","FURY, COL. NICHOLAS "
"DUGAN, TIMOTHY ALOYI",THANOS
"DUGAN, TIMOTHY ALOYI",SPIDER-MAN/PETER PAR
"DUGAN, TIMOTHY ALOYI",FALCON/SAM WILSON
"DUGAN, TIMOTHY ALOYI","WATSON-PARKER, MARY "
"DUGAN, TIMOTHY ALOYI",IRON MAN IV/JAMES R.
"DUGAN, TIMOTHY ALOYI","SHERIDAN, RICHARD RI"
"DUGAN, TIMOTHY ALOYI",SHALLA BAL II
"DUGAN, TIMOTHY ALOYI",MEDUSA/MEDUSALITH AM
DULB,IRON MAN/TONY STARK 
"DUNHAM, LAURA",NAMORITA/NITA PRENTI
